"sq_candidato","Nome.Candidato","Cidade","UF","Cargo","Partido","Resultado_Eleitoral","Genero","Raca","Valor_Receita","Votos","ano"
130002074700,"GABRIEL SOUSA MARQUES DE AZEVEDO","Belo Horizonte","MG","Prefeito","MDB","Não Eleito","MASC.","BRANCA",4282838.25,133728,2024
130002172272,"ROGERIO CORREIA DE MOURA BAPTISTA","Belo Horizonte","MG","Prefeito","PT","Não Eleito","MASC.","BRANCA",8260574.29,55393,2024
130002114857,"DUDA SALABERT ROSA","Belo Horizonte","MG","Prefeito","PDT","Não Eleito","FEM.","BRANCA",8501466,97315,2024
130002150512,"CARLOS ALBERTO DIAS VIANA","Belo Horizonte","MG","Prefeito","PODE","Não Eleito","MASC.","PARDA",10081892.92,12712,2024
130002115616,"MAURO HENRIQUE TRAMONTE","Belo Horizonte","MG","Prefeito","REPUBLICANOS","Não Eleito","MASC.","BRANCA",12728013,192991,2024
130002255952,"BRUNO DE CASTRO ENGLER FLORENCIO DE ALMEIDA","Belo Horizonte","MG","Prefeito","PL","2º Turno","MASC.","BRANCA",16107000,435853,2024
130001975610,"FUAD JORGE NOMAN FILHO","Belo Horizonte","MG","Prefeito","PSD","Eleito","MASC.","BRANCA",21026536.69,670574,2024
230002024202,"MARCELO ZEITOUNE","Boa Vista","RR","Vice-prefeito","PL","Eleito","MASC.","BRANCA",NA,133180,2024
230002120562,"DAMOSIEL LACERDA DE ALENCAR","Boa Vista","RR","Vice-prefeito","PDT","Não Eleito","MASC.","BRANCA",NA,40410,2024
230002140804,"LINCOLN ALMEIDA FREIRE","Boa Vista","RR","Prefeito","PSOL","Não Eleito","MASC.","BRANCA",NA,1501,2024
230002140805,"YANO RODRIGUES DA SILVA","Boa Vista","RR","Vice-prefeito","REDE","Não Eleito","MASC.","PRETA",NA,1501,2024
230002322722,"NIVALDA NAZARE GOMES CARDOSO","Boa Vista","RR","Vice-prefeito","PV","Não Eleito","FEM.","PARDA",NA,2066,2024
230002120563,"ANTONIO CARLOS NICOLETTI","Boa Vista","RR","Prefeito","UNIÃO","","MASC.","PARDA",3000,NA,2024
230002322721,"MAURO NAKASHIMA DE MELO","Boa Vista","RR","Prefeito","PV","Não Eleito","MASC.","AMARELA",434800,2066,2024
230002024201,"ARTHUR HENRIQUE BRANDÃO MACHADO","Boa Vista","RR","Prefeito","MDB","Eleito","MASC.","PARDA",2e+06,133180,2024
230002079092,"CATARINA DE LIMA GUERRA DA SILVA","Boa Vista","RR","Prefeito","UNIÃO","Não Eleito","FEM.","PARDA",2971600,40410,2024
120001918566,"JOSÉ ORCIRIO MIRANDA DOS SANTOS","Campo Grande","MS","Vice-prefeito","PT","Não Eleito","MASC.","BRANCA",NA,41966,2024
120001990253,"NEIDY NUNES BARBOSA CENTURIAO","Campo Grande","MS","Vice-prefeito","PL","Não Eleito","FEM.","PARDA",NA,115516,2024
120002031837,"CYNTHIA DUAILIBI","Campo Grande","MS","Vice-prefeito","NOVO","Não Eleito","FEM.","BRANCA",NA,10885,2024
120002160643,"ELIANE DA SILVA","Campo Grande","MS","Vice-prefeito","PSOL","Não Eleito","FEM.","BRANCA",NA,3108,2024
120002167894,"CAMILLA NASCIMENTO DE OLIVEIRA","Campo Grande","MS","Vice-prefeito","AVANTE","Eleito","FEM.","BRANCA",NA,222699,2024
120002225414,"ROBERTO TARASHIGUE OSHIRO JUNIOR","Campo Grande","MS","Vice-prefeito","UNIÃO","Não Eleito","MASC.","AMARELA",NA,210112,2024
120002294589,"JOÃO FARIA ALVES","Campo Grande","MS","Vice-prefeito","DC","Não Eleito","MASC.","PARDA",NA,1067,2024
120002338121,"JORGE BATISTA DA SILVA","Campo Grande","MS","Prefeito","PCO","","MASC.","PRETA",NA,NA,2024
120002338122,"THIAGO DE CARVALHO ASSAD","Campo Grande","MS","Vice-prefeito","PCO","","MASC.","BRANCA",NA,NA,2024
120002294590,"UBIRAJARA BORGES MARTINS","Campo Grande","MS","Prefeito","DC","Não Eleito","MASC.","BRANCA",200,1067,2024
120002160644,"LUCAS GABRIEL DE SOUZA QUEIROZ BATISTA","Campo Grande","MS","Prefeito","PSOL","Não Eleito","MASC.","BRANCA",82000,3108,2024
120002031838,"HUMBERTO SAVIO ABUSSAFI FIGUEIRÓ","Campo Grande","MS","Prefeito","NOVO","Não Eleito","MASC.","BRANCA",130629,10885,2024
120001918567,"CAMILA BAZACHI JARA MARZOCHI","Campo Grande","MS","Prefeito","PT","Não Eleito","FEM.","BRANCA",4546987.64,41966,2024
120002167893,"ADRIANE BARBOSA NOGUEIRA LOPES","Campo Grande","MS","Prefeito","PP","2º Turno","FEM.","BRANCA",5994498.5,140913,2024
120001990254,"HUMBERTO REZENDE PEREIRA","Campo Grande","MS","Prefeito","PSDB","Não Eleito","MASC.","PARDA",10368500,115516,2024
120002225413,"ROSIANE MODESTO DE OLIVEIRA","Campo Grande","MS","Prefeito","UNIÃO","Não Eleito","FEM.","PARDA",12862700,210112,2024
110002007808,"HELIO MARCELO PESENTI SANDRIN","Cuiabá","MT","Vice-prefeito","REPUBLICANOS","Não Eleito","MASC.","BRANCA",NA,88977,2024
110002013953,"RAFAELA VENDRAMINI FÁVARO","Cuiabá","MT","Vice-prefeito","PSD","Não Eleito","FEM.","BRANCA",NA,147127,2024
110002118921,"VANIA GARCIA ROSA","Cuiabá","MT","Vice-prefeito","NOVO","Eleito","FEM.","PARDA",NA,171324,2024
110002183552,"MIRIAM CALAZANS DOS SANTOS","Cuiabá","MT","Vice-prefeito","PDT","Não Eleito","FEM.","PARDA",NA,13805,2024
110002183553,"DOMINGOS KENNEDY GARCIA SALES","Cuiabá","MT","Prefeito","MDB","Não Eleito","MASC.","BRANCA",2752850,13805,2024
110002013954,"LÚDIO FRANK MENDES CABRAL","Cuiabá","MT","Prefeito","PT","Não Eleito","MASC.","BRANCA",10652148.05,147127,2024
110002118922,"ABILIO JACQUES BRUNINI MOUMER","Cuiabá","MT","Prefeito","PL","2º Turno","MASC.","BRANCA",11506816.32,126944,2024
110002007807,"JOSÉ EDUARDO BOTELHO","Cuiabá","MT","Prefeito","UNIÃO","Não Eleito","MASC.","PARDA",13662112.7,88977,2024
160001911942,"JORGE GOMES DE OLIVEIRA BRAND","Curitiba","PR","Vice-prefeito","PDT","Não Eleito","MASC.","BRANCA",NA,181770,2024
160001917176,"LEONARDO GUEDES MARTINEZ","Curitiba","PR","Vice-prefeito","PSTU","Não Eleito","MASC.","BRANCA",NA,569,2024
160001927845,"LETICIA CABRAL DE FARIA","Curitiba","PR","Vice-prefeito","PSOL","Não Eleito","FEM.","BRANCA",NA,8021,2024
160001990124,"PAULO EDUARDO LIMA MARTINS","Curitiba","PR","Vice-prefeito","PL","Eleito","MASC.","PARDA",NA,531029,2024
160001990152,"WALTER ANTONIO PETRUZZIELLO","Curitiba","PR","Vice-prefeito","PP","Não Eleito","MASC.","BRANCA",NA,20497,2024
160002029786,"TIAGO FRANCISCO DA SILVA","Curitiba","PR","Vice-prefeito","SOLIDARIEDADE","Não Eleito","MASC.","BRANCA",NA,41271,2024
160002173113,"ROSANGELA MARIA WOLFF DE QUADROS MORO","Curitiba","PR","Vice-prefeito","UNIÃO","Não Eleito","FEM.","BRANCA",NA,60675,2024
160002232821,"MARCELO HENRIQUE PAULA PINTO","Curitiba","PR","Vice-prefeito","MOBILIZA","Não Eleito","MASC.","BRANCA",NA,17155,2024
160002350484,"PAULO CESAR COSTYCHA","Curitiba","PR","Vice-prefeito","PCO","Não Eleito","MASC.","BRANCA",NA,341,2024
160002350485,"FELIPE GUSTAVO BOMBARDELLI","Curitiba","PR","Prefeito","PCO","Não Eleito","MASC.","BRANCA",NA,341,2024
160002350672,"JAIRO APARECIDO FERREIRA FILHO","Curitiba","PR","Vice-prefeito","PMB","Não Eleito","MASC.","BRANCA",NA,390254,2024
160001917175,"SAMUEL DE MATTOS FIGUEIREDO","Curitiba","PR","Prefeito","PSTU","Não Eleito","MASC.","PARDA",46685,569,2024
160002232820,"ROBERTO REQUIÃO DE MELLO E SILVA","Curitiba","PR","Prefeito","MOBILIZA","Não Eleito","MASC.","BRANCA",148511.17,17155,2024
160001927844,"ANDREA DO ROCIO CALDAS","Curitiba","PR","Prefeito","PSOL","Não Eleito","FEM.","BRANCA",250945,8021,2024
160002350673,"CRISTINA REIS GRAEML","Curitiba","PR","Prefeito","PMB","Não Eleito","FEM.","BRANCA",393123.49,390254,2024
160002029787,"LUIZ GOULARTE ALVES","Curitiba","PR","Prefeito","SOLIDARIEDADE","Não Eleito","MASC.","BRANCA",572500,41271,2024
160001990151,"MARIA VICTORIA BORGHETTI BARROS","Curitiba","PR","Prefeito","PP","Não Eleito","FEM.","BRANCA",4577000,20497,2024
160001911941,"LUCIANO DUCCI","Curitiba","PR","Prefeito","PSB","Não Eleito","MASC.","BRANCA",8213131.08,181770,2024
160002173114,"NEY LEPREVOST NETO","Curitiba","PR","Prefeito","UNIÃO","Não Eleito","MASC.","BRANCA",9051058.45,60675,2024
160001990123,"EDUARDO PIMENTEL SLAVIERO","Curitiba","PR","Prefeito","PSD","Eleito","MASC.","BRANCA",12426884.19,531029,2024
240001928603,"OLINDINA CORRÊA","Florianópolis","SC","Vice-prefeito","PMB","Não Eleito","FEM.","BRANCA",NA,94,2024
240002028916,"MARYANNE TEREZINHA MATTOS","Florianópolis","SC","Vice-prefeito","PL","Eleito","FEM.","BRANCA",NA,161839,2024
240002028978,"MARCELO PONTES","Florianópolis","SC","Vice-prefeito","PP","Não Eleito","MASC.","BRANCA",NA,19640,2024
240002149841,"ROQUE LUIZ PEGORARO","Florianópolis","SC","Vice-prefeito","PSTU","Não Eleito","MASC.","BRANCA",NA,143,2024
240002149851,"MARIA CLÁUDIA GOULART DA SILVA","Florianópolis","SC","Vice-prefeito","UNIÃO","Não Eleito","FEM.","BRANCA",NA,16750,2024
240002292192,"CLAUDIA REGINA BARBOSA","Florianópolis","SC","Vice-prefeito","PSOL","Não Eleito","FEM.","BRANCA",NA,61509,2024
240002292261,"ANA CAROLINA ANDRADE BAPTISTA","Florianópolis","SC","Vice-prefeito","PSB","Não Eleito","FEM.","BRANCA",NA,16001,2024
240002348237,"JAIR FERNANDES DE AGUIAR RAMOS","Florianópolis","SC","Vice-prefeito","PCO","Não Eleito","MASC.","PARDA",NA,95,2024
240002348238,"BRUNNO ANDRADE DIAS","Florianópolis","SC","Prefeito","PCO","Não Eleito","MASC.","PARDA",NA,95,2024
240002348418,"KATIA DAMACENO DE CARVALHO","Florianópolis","SC","Vice-prefeito","AVANTE","Não Eleito","FEM.","PRETA",NA,602,2024
240001928602,"MATEUS SOUZA","Florianópolis","SC","Prefeito","PMB","Não Eleito","MASC.","BRANCA",800,94,2024
240002348417,"ROGERIO SILVA PORTANOVA","Florianópolis","SC","Prefeito","AVANTE","Não Eleito","MASC.","BRANCA",6500,602,2024
240002149840,"CARLOS ROGÉRIO MULLER","Florianópolis","SC","Prefeito","PSTU","Não Eleito","MASC.","BRANCA",23050,143,2024
240002292191,"MARCOS JOSÉ DE ABREU","Florianópolis","SC","Prefeito","PSOL","Não Eleito","MASC.","BRANCA",1e+06,61509,2024
240002028979,"PEDRO DE ASSIS SILVESTRE","Florianópolis","SC","Prefeito","PP","Não Eleito","MASC.","BRANCA",1402000,19640,2024
240002292262,"VANDERLEI FARIAS","Florianópolis","SC","Prefeito","PT","Não Eleito","MASC.","BRANCA",1602466.33,16001,2024
240002149850,"DÁRIO ELIAS BERGER","Florianópolis","SC","Prefeito","PSDB","Não Eleito","MASC.","BRANCA",3278727,16750,2024
240002028915,"TOPAZIO SILVEIRA NETO","Florianópolis","SC","Prefeito","PSD","Eleito","MASC.","BRANCA",4982645.07,161839,2024
60001923607,"MARIA DE LOURDES GONÇALVES DA COSTA","Fortaleza","CE","Vice-prefeito","PSTU","Não Eleito","FEM.","PRETA",NA,615,2024
60001939603,"EDILENE SANTOS PESSOA","Fortaleza","CE","Vice-prefeito","UNIÃO","Não Eleito","FEM.","PARDA",NA,159426,2024
60002029260,"JOSE ELCIO BATISTA","Fortaleza","CE","Vice-prefeito","PDT","Não Eleito","MASC.","BRANCA",NA,164402,2024
60002029262,"ALCYVANIA MARIA CAVALCANTE DE BRITO PINHEIRO","Fortaleza","CE","Vice-prefeito","PL","Não Eleito","FEM.","BRANCA",NA,705295,2024
60002029284,"SILVANA MARIA NEVES SOLON BEZERRA","Fortaleza","CE","Vice-prefeito","NOVO","Não Eleito","FEM.","PARDA",NA,14878,2024
60002129534,"FRANCISCO ROBERTO DOS SANTOS","Fortaleza","CE","Vice-prefeito","PCB","Não Eleito","MASC.","PARDA",NA,1205,2024
60002272326,"CINDY LÚCIA SILVA CARVALHO","Fortaleza","CE","Vice-prefeito","REDE","Não Eleito","FEM.","PRETA",NA,8923,2024
60002355159,"RACHEL GIRÃO SILVA","Fortaleza","CE","Vice-prefeito","SOLIDARIEDADE","Não Eleito","FEM.","BRANCA",NA,6803,2024
60002386019,"GABRIELLA PEQUENO COSTA GOMES DE AGUIAR","Fortaleza","CE","Vice-prefeito","PSD","Eleito","FEM.","BRANCA",NA,716133,2024
60002129533,"FRANCISCO RAIMUNDO MALTA DE ARAUJO","Fortaleza","CE","Prefeito","PCB","Não Eleito","MASC.","PARDA",4604,1205,2024
60001923606,"JOSÉ BATISTA NETO","Fortaleza","CE","Prefeito","PSTU","Não Eleito","MASC.","BRANCA",55250,615,2024
60002355160,"GEORGE LIMA DE ARAÚJO","Fortaleza","CE","Prefeito","SOLIDARIEDADE","Não Eleito","MASC.","BRANCA",176130.08,6803,2024
60002272325,"TECIO NUNES SALGADO","Fortaleza","CE","Prefeito","PSOL","Não Eleito","MASC.","PRETA",850000,8923,2024
60002029283,"LUIS EDUARDO GRANGEIRO GIRÃO","Fortaleza","CE","Prefeito","NOVO","Não Eleito","MASC.","PARDA",2528740,14878,2024
60001939602,"WAGNER SOUSA GOMES","Fortaleza","CE","Prefeito","UNIÃO","Não Eleito","MASC.","BRANCA",12536480,159426,2024
60002029261,"JOSE SARTO NOGUEIRA MOREIRA","Fortaleza","CE","Prefeito","PDT","Não Eleito","MASC.","BRANCA",17510001.5,164402,2024
60002029263,"ANDRE FERNANDES DE MOURA","Fortaleza","CE","Prefeito","PL","Não Eleito","MASC.","BRANCA",18257504.66,705295,2024
60002129518,"EVANDRO SA BARRETO LEITAO","Fortaleza","CE","Prefeito","PT","Eleito","MASC.","BRANCA",19186029.33,716133,2024
90002002545,"CLAUDIA DA SILVA LIRA","Goiânia","GO","Vice-prefeito","AVANTE","Eleito","FEM.","PARDA",NA,353518,2024
90002008543,"LEONARDO CAIRO RIZZO","Goiânia","GO","Vice-prefeito","NOVO","Não Eleito","MASC.","BRANCA",NA,283054,2024
90002008729,"BARTIRA MACEDO DE MIRANDA","Goiânia","GO","Vice-prefeito","PSDB","Não Eleito","FEM.","PARDA",NA,46875,2024
90002106548,"JERÔNIMO RODRIGUES DA SILVA","Goiânia","GO","Vice-prefeito","PSB","Não Eleito","MASC.","PRETA",NA,168145,2024
90002233444,"JAROSLAW DAROSZEWSKI FERNANDES","Goiânia","GO","Vice-prefeito","MOBILIZA","Não Eleito","MASC.","PRETA",NA,21616,2024
90002233714,"PAULO ROBERTO DAHER JÚNIOR","Goiânia","GO","Vice-prefeito","PP","","MASC.","BRANCA",NA,NA,2024
90002336984,"REINALDO ASSIS PANTALEÃO","Goiânia","GO","Prefeito","UP","Não Eleito","MASC.","BRANCA",NA,1657,2024
90002336985,"LUCIANA DE DEUS AMORIM","Goiânia","GO","Vice-prefeito","UP","Não Eleito","FEM.","BRANCA",NA,1657,2024
90002397370,"SUCENA SILVIA HUMMEL","Goiânia","GO","Vice-prefeito","PSD","Não Eleito","FEM.","BRANCA",NA,45186,2024
90002233443,"ROGERIO OLIVEIRA DA CRUZ","Goiânia","GO","Prefeito","SOLIDARIEDADE","Não Eleito","MASC.","PRETA",1200000,21616,2024
90002008728,"MATHEUS ARAUJO RIBEIRO","Goiânia","GO","Prefeito","PSDB","Não Eleito","MASC.","BRANCA",3173500,46875,2024
90002008544,"FREDERICO GUSTAVO RODRIGUES DA CUNHA","Goiânia","GO","Prefeito","PL","Não Eleito","MASC.","BRANCA",3712765.05,283054,2024
90002106547,"ADRIANA SAUTHIER ACCORSI","Goiânia","GO","Prefeito","PT","Não Eleito","FEM.","BRANCA",5528326.14,168145,2024
90002233715,"VANDERLAN VIEIRA CARDOSO","Goiânia","GO","Prefeito","PSD","Não Eleito","MASC.","BRANCA",6923517.89,45186,2024
90002002544,"SANDRO DA MABEL ANTÔNIO SCODRO","Goiânia","GO","Prefeito","UNIÃO","Eleito","MASC.","BRANCA",11002673,353518,2024
150001928980,"AMANDA ARAUJO RODRIGUES","João Pessoa","PB","Vice-prefeito","PT","Não Eleito","FEM.","BRANCA",NA,49110,2024
150001997026,"AMANDA DE MELO BEZERRA","João Pessoa","PB","Vice-prefeito","MDB","Não Eleito","FEM.","BRANCA",NA,69712,2024
150001998779,"SERGIO AUGUSTO DE QUEIROZ","João Pessoa","PB","Vice-prefeito","NOVO","Não Eleito","MASC.","BRANCA",NA,146129,2024
150002023903,"JOSIANE SOARES DA SILVA SANTOS","João Pessoa","PB","Vice-prefeito","UP","Não Eleito","FEM.","PRETA",NA,2237,2024
150002023904,"YURI EZEQUIEL DE LIMA SILVA","João Pessoa","PB","Prefeito","UP","Não Eleito","MASC.","PARDA",NA,2237,2024
150002036084,"LEOPOLDO DE ARAUJO BEZERRA CAVALCANTI","João Pessoa","PB","Vice-prefeito","PSB","Eleito","MASC.","BRANCA",NA,258727,2024
150002310977,"CAMILO SOBREIRA DUARTE FILHO","João Pessoa","PB","Prefeito","PCO","Não Eleito","MASC.","PARDA",NA,213,2024
150002310978,"VALTEMBERG ALVES DE ALMEIDA","João Pessoa","PB","Vice-prefeito","PCO","Não Eleito","MASC.","BRANCA",NA,213,2024
150002036085,"CICERO DE LUCENA FILHO","João Pessoa","PB","Prefeito","PP","2º Turno","MASC.","PARDA",1497400,205122,2024
150001928981,"LUCIANO CARTAXO PIRES DE SÁ","João Pessoa","PB","Prefeito","PT","Não Eleito","MASC.","BRANCA",2355803.14,49110,2024
150001998778,"MARCELO ANTONIO CARTAXO QUEIROGA LOPES","João Pessoa","PB","Prefeito","PL","Não Eleito","MASC.","BRANCA",3645000,146129,2024
150001997025,"RUY MANUEL CARNEIRO BARBOSA DE AÇA BELCHIOR","João Pessoa","PB","Prefeito","PODE","Não Eleito","MASC.","BRANCA",3803800,69712,2024
30001936294,"CARLOS CLEY RAMOS PAIVA","Macapá","AP","Vice-prefeito","PSTU","Não Eleito","MASC.","PARDA",NA,560,2024
30001982005,"IVANEIA DE SOUZA ALVES","Macapá","AP","Vice-prefeito","PT","Não Eleito","FEM.","PARDA",NA,23491,2024
30002098705,"MARIO ROCHA DE MATOS NETO","Macapá","AP","Vice-prefeito","PODE","Eleito","MASC.","PARDA",NA,204291,2024
30002179222,"BRUNO WILLIAN PARANHOS DIAS","Macapá","AP","Vice-prefeito","AVANTE","Não Eleito","MASC.","PARDA",NA,637,2024
30002179223,"GILVAM PINHEIRO BORGES","Macapá","AP","Prefeito","AVANTE","Não Eleito","MASC.","PARDA",NA,637,2024
30002246481,"DANIELA FORTUNATO BARBOSA DE LIMA","Macapá","AP","Vice-prefeito","NOVO","Não Eleito","FEM.","BRANCA",NA,207,2024
30002321595,"ADILTON DE ARAÚJO CORRÊA","Macapá","AP","Vice-prefeito","PL","Não Eleito","MASC.","PARDA",NA,8897,2024
30002322142,"DIEGO JOSE MORPHEU FERREIRA MENDES","Macapá","AP","Vice-prefeito","PP","Não Eleito","MASC.","BRANCA",NA,1835,2024
30002322962,"KEURY TÂMARA SANTOS DE SOUZA","Macapá","AP","Vice-prefeito","PCO","Não Eleito","FEM.","PRETA",NA,199,2024
30002322963,"JAIRO PALHETA DA SILVA MARQUES","Macapá","AP","Prefeito","PCO","Não Eleito","MASC.","PARDA",NA,199,2024
30002246482,"SHARON DYAN BRAGA DE OLIVEIRA","Macapá","AP","Prefeito","NOVO","Não Eleito","MASC.","BRANCA",19453,207,2024
30001936295,"GIANFRANCO GUSMAO DE AZEVEDO","Macapá","AP","Prefeito","PSTU","Não Eleito","MASC.","PARDA",20550,560,2024
