"sq_candidato","Nome.Candidato","Cidade","UF","Cargo","Partido","Resultado_Eleitoral","Genero","Raca","Valor_Receita","Votos","ano"
260001916961,"JOSE AUGUSTO SOUZA SANTOS","Aracaju","SE","Vereador","UNIÃO","","MASC.","PARDA",NA,NA,2024
260001916963,"LENILSON DE OLIVEIRA MELO","Aracaju","SE","Vereador","UNIÃO","Suplente","MASC.","PARDA",NA,1708,2024
260001916969,"MARILENE GOMES","Aracaju","SE","Vereador","UNIÃO","Suplente","FEM.","PARDA",NA,94,2024
260001916971,"WILSON DA SILVA NUNES","Aracaju","SE","Vereador","UNIÃO","Suplente","MASC.","PARDA",NA,1100,2024
260001916976,"MAURICIO SANTOS COSTA","Aracaju","SE","Vereador","UNIÃO","Eleito por Média","MASC.","PARDA",NA,2986,2024
260001926363,"JOSÉ RICARDO MARQUES DOS SANTOS","Aracaju","SE","Vice-prefeito","CIDADANIA","Eleito","MASC.","BRANCA",NA,165924,2024
260001927154,"ANA CLEA VIEIRA SANTANA","Aracaju","SE","Vereador","PL","","FEM.","BRANCA",NA,NA,2024
260001937747,"STENIO DE SOUZA CABRAL","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PARDA",NA,54,2024
260001937748,"SAULO GABRIEL XAVIER LIMA","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PARDA",NA,274,2024
260001937751,"SERGIO CARLOS DE JESUS GOES","Aracaju","SE","Vereador","PODE","Suplente","MASC.","BRANCA",NA,1118,2024
260001937756,"LULIANE RIOS ALEXANDRIA","Aracaju","SE","Vereador","PODE","Suplente","FEM.","PARDA",NA,142,2024
260001937759,"ROSA MARIA SOUZA DE CARVALHO","Aracaju","SE","Vereador","PODE","Suplente","FEM.","PARDA",NA,136,2024
260001937762,"JOÃO SEBASTIÃO DA SILVA","Aracaju","SE","Vereador","PODE","Suplente","MASC.","PRETA",NA,219,2024
260001937765,"MARLENE CALHEIROS NASCIMENTO OLIVEIRA","Aracaju","SE","Vereador","PODE","Suplente","FEM.","BRANCA",NA,20,2024
260001971601,"MIKAELLA SUYANE SANTOS DA CRUZ BIZERRA","Aracaju","SE","Vereador","DC","Não Eleito","FEM.","PARDA",NA,25,2024
260001971602,"ELINEUZA DOS SANTOS PEREIRA","Aracaju","SE","Vereador","DC","Não Eleito","FEM.","PARDA",NA,36,2024
260001971603,"MARIA CONCEIÇÃO FREITAS","Aracaju","SE","Vereador","DC","","FEM.","PRETA",NA,NA,2024
260001971604,"JOSÉ ANDRÉ DE JESUS","Aracaju","SE","Vereador","DC","","MASC.","PRETA",NA,NA,2024
260001971605,"MARCOS FABIANO DE CARVALHO LIMA","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",NA,43,2024
260001971606,"BENEDITO FRANCISCO DOS SANTOS","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",NA,137,2024
260001971607,"FABIANA DE SANTANA LIMA","Aracaju","SE","Vereador","DC","Não Eleito","FEM.","PARDA",NA,63,2024
260001971608,"LENALDO VIEIRA DA SILVA","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",NA,34,2024
260001971609,"ANDERSON SOUZA MACEDO","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",NA,130,2024
260001971610,"JOSÉ NOIA SILVA DOS SANTOS","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",NA,178,2024
260001971611,"BRENO OLIVEIRA NUNES DA SILVA","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",NA,112,2024
260001971612,"JOSE BATISTA DE SOUZA NUNES","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",NA,203,2024
260001971614,"JADSON SANTOS MACEDO","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","BRANCA",NA,566,2024
260001971615,"WAGNER VIEIRA DOS SANTOS","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PRETA",NA,68,2024
260001971616,"ALFANINA SANTOS SIMÕES DOS REIS","Aracaju","SE","Vereador","DC","Não Eleito","FEM.","BRANCA",NA,15,2024
260001971617,"MARCEL PHILLIPE DOS SANTOS COSTA","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PRETA",NA,111,2024
260001971618,"LUCIANA BARBOSA","Aracaju","SE","Vereador","DC","Não Eleito","FEM.","BRANCA",NA,109,2024
260001971620,"JOSÉ NEUTON DOS SANTOS","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",NA,62,2024
260001971622,"ALISSON BATISTA SANTOS DA CONCEIÇÃO","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PRETA",NA,79,2024
260001976733,"AYSLAN JORGE SANTOS DE ARAUJO","Aracaju","SE","Vice-prefeito","MDB","Não Eleito","MASC.","PRETA",NA,16769,2024
260001997618,"GILBERTO EVANGELISTA SANTOS JUNIOR","Aracaju","SE","Vereador","MDB","","MASC.","PRETA",NA,NA,2024
260002000359,"ROSANGELA SANTANA SANTOS","Aracaju","SE","Vice-prefeito","PT","Não Eleito","FEM.","PRETA",NA,28049,2024
260002030351,"JOSÉ ARLINDO SOUZA SALES FILHO","Aracaju","SE","Vereador","PDT","Suplente","MASC.","PARDA",NA,144,2024
260002030373,"MARCOS RENATO REIS","Aracaju","SE","Vereador","PDT","Suplente","MASC.","PARDA",NA,1123,2024
260002030849,"ARISTÓTELES JOSÉ DOS SANTOS","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PARDA",NA,1530,2024
260002030850,"JOSÉ ACÁCIO FERREIRA CARDOSO","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","BRANCA",NA,559,2024
260002030851,"LARISSE CRISTIAN DOS SANTOS SILVA","Aracaju","SE","Vereador","MOBILIZA","Suplente","FEM.","BRANCA",NA,47,2024
260002030852,"WALDIR PEREIRA VIANNA JÚNIOR","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","BRANCA",NA,718,2024
260002030853,"JOSÉ ALENALDO SILVA DE ALMEIDA","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PARDA",NA,133,2024
260002030854,"JEILSON SOUZA SANTOS","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PARDA",NA,144,2024
260002030855,"MORITOS DA SILVA MATOS","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PARDA",NA,656,2024
260002030856,"ROBSON AVELINO DA SILVA","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PRETA",NA,294,2024
260002030857,"SANDRA ROSA RIBEIRO","Aracaju","SE","Vereador","MOBILIZA","Suplente","FEM.","PARDA",NA,14,2024
260002030858,"CACIO JEORGE SILVA","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","SEM INFORMAÇÃO",NA,320,2024
260002030859,"EVANEIDE BARROSO DO NASCIMENTO","Aracaju","SE","Vereador","MOBILIZA","Suplente","FEM.","BRANCA",NA,269,2024
260002030860,"MÁRCIO VIEIRA DOS SANTOS","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","BRANCA",NA,213,2024
260002030861,"NIVALDA GONÇALVES","Aracaju","SE","Vereador","MOBILIZA","","FEM.","AMARELA",NA,NA,2024
260002030862,"EVERALDO BONFIM NASCIMENTO","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PARDA",NA,648,2024
260002030863,"JOSÉ AUGUSTO DA SILVA","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","SEM INFORMAÇÃO",NA,1331,2024
260002030864,"LUANA GOMES DE SOUZA","Aracaju","SE","Vereador","MOBILIZA","Suplente","FEM.","PARDA",NA,145,2024
260002030867,"MAICON NAITH BORGES DOS SANTOS","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PARDA",NA,503,2024
260002030868,"MALVA RAMOS MALVAR","Aracaju","SE","Vereador","MOBILIZA","Suplente","FEM.","PARDA",NA,31,2024
260002030870,"JOSÉ AUGUSTO DE SANTANA","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PARDA",NA,1125,2024
260002030871,"THANNATA STEFANY ARAGÃO OLIVEIRA","Aracaju","SE","Vereador","MOBILIZA","Eleito por QP","FEM.","AMARELA",NA,2271,2024
260002030872,"ALEXANDRE SANTANA SANTOS","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","SEM INFORMAÇÃO",NA,54,2024
260002030873,"ANDRÉ DA FONSECA","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PARDA",NA,749,2024
260002030874,"ERICA FABIANA DE OLIVEIRA RIBEIRO","Aracaju","SE","Vereador","MOBILIZA","Suplente","FEM.","SEM INFORMAÇÃO",NA,12,2024
260002030875,"MANOEL DOS SANTOS FILHO","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PARDA",NA,908,2024
260002031807,"MARIA CICERA DOS SANTOS MONTEIRO","Aracaju","SE","Vereador","PSD","Suplente","FEM.","BRANCA",NA,40,2024
260002060000,"FABIANO LUIS DE ALMEIDA OLIVEIRA","Aracaju","SE","Vice-prefeito","PP","Não Eleito","MASC.","BRANCA",NA,122842,2024
260002082501,"JOSELITO  CRUZ DE LIMA","Aracaju","SE","Vereador","AGIR","","MASC.","PRETA",NA,NA,2024
260002082503,"BRUNO RICARDO ROCHA SOUZA","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PARDA",NA,112,2024
260002082504,"CLEOSVALDO BATISTA SANTOS FILHO","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PARDA",NA,61,2024
260002082505,"ANTONIO BARBOSA NETO","Aracaju","SE","Vereador","AGIR","","MASC.","BRANCA",NA,NA,2024
260002082506,"GILTON JOSE DE MOURA","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PARDA",NA,93,2024
260002082507,"GUSTAVO MENEZES SANTOS","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","BRANCA",NA,72,2024
260002082508,"ROSILENE OLIVEIRA DE JESUS","Aracaju","SE","Vereador","AGIR","Não Eleito","FEM.","PARDA",NA,153,2024
260002082510,"GENISSON MARCOS DA SILVA","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PARDA",NA,276,2024
260002082511,"ERNANDE DA CRUZ PEREIRA","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PARDA",NA,102,2024
260002082512,"JOSEMIR ALVES DE ARGOLO","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","BRANCA",NA,272,2024
260002082513,"MANUEL LUIZ FIGUEIROA","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","BRANCA",NA,38,2024
260002082514,"ICARO DA CONCEIÇÃO NASCIMENTO","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","BRANCA",NA,375,2024
260002082516,"JOSE ORLANDO MORAIS","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PARDA",NA,108,2024
260002082517,"RAFAEL FROSI","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PARDA",NA,267,2024
260002082518,"FABIANA MARQUES CAVALCANTI DE AZEVEDO","Aracaju","SE","Vereador","AGIR","Não Eleito","FEM.","PARDA",NA,41,2024
260002082519,"FABIO LUZ SANTOS DE SOUZA","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PRETA",NA,101,2024
260002082520,"MARCOS SATIRO BARROS","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PARDA",NA,763,2024
260002082521,"MARIA EMILIA DE MELO BOTO","Aracaju","SE","Vereador","AGIR","Não Eleito","FEM.","PARDA",NA,9,2024
260002082523,"SANDRA MARIA MAGALHAES ANDRADE","Aracaju","SE","Vereador","AGIR","Não Eleito","FEM.","BRANCA",NA,19,2024
260002082524,"BRENO AMERICO SILVA ALMEIDA","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PRETA",NA,55,2024
260002082680,"ALLANA DO NASCIMENTO SANTOS","Aracaju","SE","Vereador","UP","Não Eleito","FEM.","PARDA",NA,132,2024
260002082681,"LUIZ GUSTAVO PEREIRA DE SOUZA CORREIA","Aracaju","SE","Vereador","UP","Não Eleito","MASC.","BRANCA",NA,59,2024
260002083540,"RODRIGO FONTES ALMEIDA","Aracaju","SE","Vereador","PSB","Eleito por Média","MASC.","PARDA",NA,2496,2024
260002083546,"JOÃO FELIX SANTOS","Aracaju","SE","Vereador","PSB","Suplente","MASC.","PRETA",NA,173,2024
260002111333,"MARIA LUCIA SILVA","Aracaju","SE","Vereador","NOVO","Não Eleito","FEM.","PRETA",NA,26,2024
260002111334,"JOSÉ CARLOS DE SANTANA SANTOS","Aracaju","SE","Vereador","NOVO","","MASC.","PARDA",NA,NA,2024
260002111335,"JOÃO LEMOS ARAGÃO","Aracaju","SE","Vereador","NOVO","Não Eleito","MASC.","PARDA",NA,63,2024
260002111337,"ANTÔNIO CARLOS DOS SANTOS","Aracaju","SE","Vereador","NOVO","Não Eleito","MASC.","PARDA",NA,44,2024
260002111338,"ALINE SILVA REIS SANTOS","Aracaju","SE","Vereador","NOVO","Não Eleito","FEM.","BRANCA",NA,74,2024
260002111339,"BRANCILENE SANTOS DE ARAUJO","Aracaju","SE","Vereador","NOVO","Não Eleito","FEM.","PARDA",NA,13,2024
260002111341,"ADEILTON GOMES DOS SANTOS","Aracaju","SE","Vereador","NOVO","Não Eleito","MASC.","PARDA",NA,141,2024
260002111343,"DENISE LEAL FONTES ALBANO LEOPOLDO","Aracaju","SE","Vereador","NOVO","Não Eleito","FEM.","BRANCA",NA,213,2024
260002111344,"DOMINGOS FÉLIX DE SANTANA NETO","Aracaju","SE","Vereador","NOVO","Não Eleito","MASC.","BRANCA",NA,65,2024
260002111345,"CHARLES LUIZ DO NASCIMENTO LEITE","Aracaju","SE","Vereador","NOVO","Não Eleito","MASC.","PARDA",NA,188,2024
260002111346,"VALDSON DOS SANTOS","Aracaju","SE","Vereador","NOVO","Não Eleito","MASC.","PARDA",NA,39,2024
260002111348,"ÁVIDO SADOTE DE BARROS NETO","Aracaju","SE","Vereador","NOVO","Não Eleito","MASC.","PARDA",NA,135,2024
260002114815,"JOSENILDO SILVA","Aracaju","SE","Vereador","PP","Suplente","MASC.","BRANCA",NA,362,2024
260002114818,"ANDRÉ SANTOS DA FONSECA","Aracaju","SE","Vereador","PP","Suplente","MASC.","PARDA",NA,839,2024
260002114824,"LARAINE NEVES SANTOS","Aracaju","SE","Vereador","PP","Suplente","FEM.","PRETA",NA,60,2024
260002114827,"WAGNER TADEU DA SILVA SANTOS","Aracaju","SE","Vereador","PP","Suplente","MASC.","PARDA",NA,298,2024
260002114831,"ROBSON BEZERRA DOS SANTOS","Aracaju","SE","Vereador","PP","Suplente","MASC.","PARDA",NA,188,2024
260002114833,"ANTONIO CARLOS DOS SANTOS LIRA","Aracaju","SE","Vereador","PP","Suplente","MASC.","PARDA",NA,689,2024
260002114834,"AVILÉ CAMPOS DANTAS","Aracaju","SE","Vereador","PP","Suplente","MASC.","PARDA",NA,1798,2024
260002114837,"FABIANO DA CRUZ","Aracaju","SE","Vereador","PP","Suplente","MASC.","PARDA",NA,254,2024
260002114838,"JOSELITA CONCEIÇÃO SANTOS DE SANTANA","Aracaju","SE","Vereador","PP","Suplente","FEM.","PARDA",NA,53,2024
260002116970,"JOSEFHE PEREIRA BARRETO","Aracaju","SE","Vereador","PT","Suplente","MASC.","PRETA",NA,550,2024
260002116973,"SÉRGIO SILVA DE ARAÚJO","Aracaju","SE","Vereador","PT","Suplente","MASC.","BRANCA",NA,617,2024
260002116975,"ANTONIO ROBSON BARRETO PEREIRA","Aracaju","SE","Vereador","PT","Suplente","MASC.","PRETA",NA,144,2024
260002116983,"ELAINE CORRÊA COSTA","Aracaju","SE","Vereador","PT","Suplente","FEM.","BRANCA",NA,60,2024
260002200285,"ENIR COSTA DE GOES","Aracaju","SE","Vereador","DC","Não Eleito","FEM.","BRANCA",NA,11,2024
260002245400,"ALEXIS MAGNUM AZEVEDO DE JESUS","Aracaju","SE","Vice-prefeito","PSOL","Não Eleito","MASC.","PRETA",NA,14408,2024
260002263068,"THIAGO WILLIAMS DOS SANTOS","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","PARDA",NA,21,2024
260002263070,"ALFREDO LUIZ DOS REIS FERREIRA","Aracaju","SE","Vereador","SOLIDARIEDADE","","MASC.","PARDA",NA,NA,2024
260002263071,"JEANDERSON NASCIMENTO LIMA DA SILVA","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","PRETA",NA,32,2024
260002263072,"DIJENALDO RODRIGUES DOS SANTOS","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","PRETA",NA,159,2024
260002263074,"VALDEVAN FERNANDO SANTOS","Aracaju","SE","Vereador","SOLIDARIEDADE","","MASC.","PRETA",NA,NA,2024
260002263075,"ANTHONY JOSEPH CORBETT JUNIOR","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","BRANCA",NA,42,2024
260002263077,"IGOR MELO DE FARIAS","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","PARDA",NA,23,2024
260002263078,"JANIELTON DOMINGOS DE JESUS SANTOS","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","BRANCA",NA,71,2024
260002263079,"ISAEL FREITAS SANTOS","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","PARDA",NA,124,2024
260002263081,"AGNALDO SANTOS CONCEICAO","Aracaju","SE","Vereador","SOLIDARIEDADE","","MASC.","BRANCA",NA,NA,2024
260002263082,"TATIANE SILVA DOS SANTOS","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","FEM.","PARDA",NA,12,2024
260002263084,"UMBERTO DOS SANTOS SILVA","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","PRETA",NA,59,2024
260002263085,"DACILE SARMENTO DE LIRA","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","FEM.","PARDA",NA,24,2024
260002263086,"GLEYSE ALCANTARA SANTOS","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","FEM.","PARDA",NA,1,2024
260002263378,"LÂNIA MIRELLE SANTOS BARBOZA","Aracaju","SE","Vice-prefeito","NOVO","Não Eleito","FEM.","PRETA",NA,1569,2024
260002266570,"IZAIAS SOUZA FERREIRA","Aracaju","SE","Vereador","PSOL","Suplente","MASC.","PRETA",NA,42,2024
260002266576,"JOSE RAFAEL CONCEIÇÃO BARROS","Aracaju","SE","Vereador","PSOL","Suplente","MASC.","PARDA",NA,142,2024
260002266579,"ANDRE LUCAS SANTOS DA SILVA","Aracaju","SE","Vereador","PSOL","Suplente","MASC.","PARDA",NA,29,2024
260002329042,"FELIPE VILANOVA DE GÓIS ANDRADE","Aracaju","SE","Prefeito","PCO","Não Eleito","MASC.","BRANCA",NA,84,2024
260002329043,"ARTHUR LOPES SANTANA LIMA","Aracaju","SE","Vice-prefeito","PCO","","MASC.","BRANCA",NA,NA,2024
260002329709,"CLEIDIVANIA DE JESUS OLIVEIRA","Aracaju","SE","Vereador","AGIR","Não Eleito","FEM.","PARDA",NA,39,2024
260002335747,"HÉLIO SANTIAGO DOS SANTOS","Aracaju","SE","Vereador","PRD","Suplente","MASC.","PARDA",NA,49,2024
260002384385,"DIEGO CABRAL FERREIRA DA COSTA","Aracaju","SE","Vereador","UNIÃO","","MASC.","BRANCA",NA,NA,2024
260002385394,"JACQUELINE GONÇALVES DE ALMEIDA","Aracaju","SE","Vereador","AGIR","Não Eleito","FEM.","PARDA",NA,3,2024
260002392483,"SANDRA FRANÇA DE OLIVEIRA","Aracaju","SE","Vereador","UNIÃO","Suplente","FEM.","PARDA",NA,31,2024
260002397442,"NILVAN SILVA OLIVEIRA","Aracaju","SE","Vice-prefeito","PCO","Não Eleito","MASC.","BRANCA",NA,84,2024
260002030866,"FLORISVALDO DE JESUS FLORENCIO","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PRETA",90,148,2024
260002111340,"APARECIDA DE OLIVEIRA SANTANA","Aracaju","SE","Vereador","NOVO","Não Eleito","FEM.","BRANCA",155,127,2024
260002030869,"GILZIANE ARAÚJO DOS SANTOS","Aracaju","SE","Vereador","MOBILIZA","Suplente","FEM.","PARDA",220,508,2024
260002263080,"REGES ALMEIDA MEIRA JUNIOR","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","BRANCA",400,96,2024
260001971600,"JOÃO VITOR SANTOS DA MOTA","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","PARDA",850,84,2024
260001971619,"GARDENIA CARDOSO DOS SANTOS ARISTEU","Aracaju","SE","Vereador","DC","Não Eleito","FEM.","PARDA",930,139,2024
260001916966,"ISAC DE OLIVEIRA SILVEIRA","Aracaju","SE","Vereador","UNIÃO","Eleito por QP","MASC.","BRANCA",1000,4191,2024
260002111342,"RODRIGO DA PAIXAO MARQUES ARAÚJO BARBOSA","Aracaju","SE","Vereador","NOVO","Não Eleito","MASC.","PARDA",1000,92,2024
260002111347,"ÁLVARO LEITE AMAZONAS JÚNIOR","Aracaju","SE","Vereador","NOVO","Não Eleito","MASC.","BRANCA",1150,190,2024
260002082515,"JOÃO  RAMILO DOS SANTOS","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PARDA",1180,71,2024
260001908315,"ANDRÉ DA SILVA","Aracaju","SE","Vereador","PRD","Suplente","MASC.","PARDA",1680,244,2024
260001908320,"RITA DE CASSIA SANTOS","Aracaju","SE","Vereador","PRD","Suplente","FEM.","PARDA",1680,207,2024
260001908329,"VALTER SANTOS DE DEUS","Aracaju","SE","Vereador","PRD","Suplente","MASC.","PARDA",1680,437,2024
260001971613,"JOSÉ IOLANDO MOURA FILHO","Aracaju","SE","Vereador","DC","Não Eleito","MASC.","BRANCA",1780,1193,2024
260002082509,"WOLNER DOS SANTOS","Aracaju","SE","Vereador","AGIR","Não Eleito","MASC.","PARDA",2000,165,2024
260001908331,"ANDRÉ FONTES DOS SANTOS DEGASPERI","Aracaju","SE","Vereador","PRD","Suplente","MASC.","BRANCA",2798,730,2024
260001885425,"THIAGO JOSÉ MOURA BARBOSA DIAS","Aracaju","SE","Vereador","PSDB","Não Eleito","MASC.","PARDA",3200,1521,2024
260001908324,"RAQUEL SILVA MAGALHÃES DE MENDONÇA","Aracaju","SE","Vereador","PRD","Suplente","FEM.","PARDA",3550,219,2024
260002030353,"NORBERTO ALVES JUNIOR","Aracaju","SE","Vereador","PDT","Suplente","MASC.","PARDA",4256.4,2529,2024
260001908333,"JOSE DE FIGUEIREDO BARRETO NETO","Aracaju","SE","Vereador","PRD","Suplente","MASC.","BRANCA",5000,331,2024
260002270860,"SAMUEL FILLYPE SILVEIRA FERNANDES","Aracaju","SE","Vereador","PSOL","Suplente","MASC.","PARDA",5000,94,2024
260002263076,"ANTONIO BATISTA SANTOS","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","PARDA",6230,44,2024
260001908318,"JEFERSON SOUZA OLIVEIRA","Aracaju","SE","Vereador","PRD","Suplente","MASC.","BRANCA",7360,652,2024
260002030865,"ADROALDO ALVES DA SILVA JÚNIOR","Aracaju","SE","Vereador","MOBILIZA","Suplente","MASC.","PARDA",7360,1322,2024
260002083549,"JONATHAN SANTOS HORA","Aracaju","SE","Vereador","PSB","Suplente","MASC.","PRETA",8700,610,2024
260002263069,"JOSE ADRIANO DE ARAUJO","Aracaju","SE","Vereador","SOLIDARIEDADE","Não Eleito","MASC.","PARDA",9380,198,2024
260001894803,"FRANCISCO OLINDA DE ASSIS","Aracaju","SE","Vereador","AVANTE","Não Eleito","MASC.","BRANCA",10000,135,2024
